player,nation,pos,squad,born,90s,gls,sh,sot,sot_perc,sh_per_90,sot_per_90,g_per_Sh,g_per_sot,dist,fk,pk,pk_att,year,league
Francesco Bega,it ITA,DF,Brescia,1974,25.5,1,,2,,,0.08,,0.5,,,0,0,2010,Italian
Valon Behrami,ch SUI,"DF,MF",Fiorentina,1985,14.7,0,,7,,,0.48,,0,,,0,0,2010,Italian
Emanuele Belardi,it ITA,GK,Udinese,1977,3,0,,0,,,0,,,,,0,0,2010,Italian
Giuseppe Bellusci,it ITA,DF,Catania,1989,5.8,0,,1,,,0.17,,0,,,0,0,2010,Italian
Nicola Belmonte,it ITA,DF,Bari,1987,23.7,0,,2,,,0.08,,0,,,0,0,2010,Italian
Yohan Benalouane,tn TUN,DF,Cesena,1987,11.2,0,,0,,,0,,,,,0,0,2010,Italian
Massimiliano Benassi,it ITA,GK,Lecce,1981,0.6,0,,0,,,0,,,,,0,0,2010,Italian
Medhi Benatia,ma MAR,DF,Udinese,1987,33.8,3,,5,,,0.15,,0.6,,,0,0,2010,Italian
Simone Bentivoglio,it ITA,MF,Chievo,1985,7.3,0,,7,,,0.96,,0,,,0,0,2010,Italian
Simone Bentivoglio,it ITA,MF,Bari,1985,15.1,2,,8,,,0.53,,0.13,,,1,1,2010,Italian
Francesco Benussi,it ITA,GK,Palermo,1981,1,0,,0,,,0,,,,,0,0,2010,Italian
Gaetano Berardi,ch SUI,DF,Brescia,1988,23.1,0,,2,,,0.09,,0,,,0,0,2010,Italian
Giacomo Beretta,it ITA,FW,Milan,1992,0.1,0,,0,,,0,,,,,0,0,2010,Italian
Steve von Bergen,ch SUI,DF,Cesena,1983,33.8,0,,0,,,0,,,,,0,0,2010,Italian
Gonzalo Bergessio,ar ARG,FW,Catania,1984,11.7,5,,14,,,1.2,,0.36,,,0,0,2010,Italian
Tommaso Berni,it ITA,GK,Lazio,1983,2,0,,0,,,0,,,,,0,0,2010,Italian
Andrea Bertolacci,it ITA,MF,Lecce,1991,7.1,3,,7,,,0.99,,0.43,,,0,0,2010,Italian
Jonathan Biabiany,fr FRA,"FW,MF",Sampdoria,1988,9.7,1,,3,,,0.31,,0.33,,,0,0,2010,Italian
Jonathan Biabiany,fr FRA,"FW,MF",Inter,1988,7.8,0,,2,,,0.26,,0,,,0,0,2010,Italian
Marco Biagianti,it ITA,MF,Catania,1984,14.3,0,,0,,,0,,,,,0,0,2010,Italian
Giuseppe Biava,it ITA,DF,Lazio,1977,33.7,3,,5,,,0.15,,0.6,,,0,0,2010,Italian
Davide Biondini,it ITA,MF,Cagliari,1983,35,1,,4,,,0.11,,0.25,,,0,0,2010,Italian
Manuele Blasi,it ITA,MF,Napoli,1980,0.8,0,,0,,,0,,,,,0,0,2010,Italian
Richmond Boakye,gh GHA,FW,Genoa,1993,0.5,0,,0,,,0,,,,,0,0,2010,Italian
Kevin-Prince Boateng,gh GHA,"FW,MF",Milan,1987,18.2,3,,12,,,0.66,,0.25,,,0,0,2010,Italian
Erjon Bogdani,al ALB,FW,Cesena,1977,27.2,8,,15,,,0.55,,0.47,,,1,1,2010,Italian
Mariano Bogliacino,uy URU,MF,Chievo,1980,23,1,,12,,,0.52,,0.08,,,0,0,2010,Italian
Valeri Bojinov,bg BUL,FW,Parma,1986,14.6,3,,14,,,0.96,,0.21,,,0,0,2010,Italian
Mario Bolatti,ar ARG,MF,Fiorentina,1985,1.7,0,,0,,,0,,,,,0,0,2010,Italian
Mark van Bommel,nl NED,MF,Milan,1977,12.5,0,,1,,,0.08,,0,,,0,0,2010,Italian
Daniele Bonera,it ITA,DF,Milan,1981,14.2,0,,1,,,0.07,,0,,,0,0,2010,Italian
Filippo Boniperti,it ITA,MF,Juventus,1991,0.5,0,,0,,,0,,,,,0,0,2010,Italian
Leonardo Bonucci,it ITA,DF,Juventus,1987,32.1,2,,4,,,0.12,,0.5,,,0,0,2010,Italian
Marco Borriello,it ITA,FW,Roma,1982,25.4,11,,30,,,1.18,,0.33,,,1,1,2010,Italian
Marco Borriello,it ITA,FW,Milan,1982,0.7,0,,1,,,1.53,,0,,,0,0,2010,Italian
Artur Boruc,pl POL,GK,Fiorentina,1980,26,0,,0,,,0,,,,,0,0,2010,Italian
Mauro Boselli,ar ARG,FW,Genoa,1985,2.1,2,,4,,,1.93,,0.5,,,0,0,2010,Italian
Cesare Bovo,it ITA,DF,Palermo,1983,31.1,4,,11,,,0.35,,0.27,,,1,1,2010,Italian
Mark Bresciano,au AUS,MF,Lazio,1980,7.2,0,,1,,,0.14,,0,,,0,0,2010,Italian
Matteo Brighi,it ITA,MF,Roma,1981,14.2,1,,3,,,0.21,,0.33,,,0,0,2010,Italian
Miguel Britos,uy URU,DF,Bologna,1985,32.3,3,,5,,,0.15,,0.6,,,0,0,2010,Italian
Davide Brivio,it ITA,DF,Lecce,1988,16.8,0,,0,,,0,,,,,0,0,2010,Italian
Cristian Brocchi,it ITA,MF,Lazio,1976,25.6,0,,3,,,0.12,,0,,,0,0,2010,Italian
Igor Budan,hr CRO,FW,Cesena,1980,8.2,1,,3,,,0.37,,0.33,,,0,1,2010,Italian
Alessandro Budel,it ITA,MF,Brescia,1981,4.9,0,,0,,,0,,,,,0,0,2010,Italian
Gianluigi Buffon,it ITA,GK,Juventus,1978,15.1,0,,0,,,0,,,,,0,0,2010,Italian
Guillermo Burdisso,ar ARG,DF,Roma,1988,1.4,0,,1,,,0.73,,0,,,0,0,2010,Italian
Nicolás Burdisso,ar ARG,DF,Roma,1981,26.8,2,,3,,,0.11,,0.67,,,0,0,2010,Italian
Antonio Buscè,it ITA,MF,Bologna,1975,10.1,0,,0,,,0,,,,,0,0,2010,Italian
Fabrizio Cacciatore,it ITA,DF,Sampdoria,1986,4.3,0,,0,,,0,,,,,0,0,2010,Italian
Alex Calderoni,it ITA,GK,Cesena,1976,1,0,,0,,,0,,,,,0,0,2010,Italian
Toni Calvo,es ESP,MF,Parma,1987,0.3,0,,0,,,0,,,,,0,0,2010,Italian
Esteban Cambiasso,ar ARG,MF,Inter,1980,26.3,7,,9,,,0.34,,0.78,,,0,0,2010,Italian
Hugo Campagnaro,ar ARG,DF,Napoli,1980,30.3,0,,3,,,0.1,,0,,,0,0,2010,Italian
Andrea Campagnolo,it ITA,GK,Catania,1978,1,0,,0,,,0,,,,,0,0,2010,Italian
Michele Camporese,it ITA,DF,Fiorentina,1992,7.3,1,,1,,,0.14,,1,,,0,0,2010,Italian
Antonio Candreva,it ITA,"DF,FW",Parma,1987,24.1,3,,16,,,0.66,,0.19,,,0,0,2010,Italian
Michele Canini,it ITA,DF,Cagliari,1985,36,2,,3,,,0.08,,0.67,,,0,0,2010,Italian
Paolo Cannavaro,it ITA,DF,Napoli,1981,30.2,2,,2,,,0.07,,1,,,0,0,2010,Italian
Gianluca Caprari,it ITA,"FW,MF",Roma,1993,0.3,0,,0,,,0,,,,,0,0,2010,Italian
Ciro Capuano,it ITA,DF,Catania,1981,20.1,1,,3,,,0.15,,0.33,,,0,0,2010,Italian
Francesco Caputo,it ITA,FW,Bari,1987,7.4,1,,5,,,0.68,,0.2,,,0,0,2010,Italian
Andrea Caracciolo,it ITA,FW,Brescia,1981,29.2,12,,42,,,1.44,,0.19,,,4,5,2010,Italian
Ezequiel Carboni,ar ARG,MF,Catania,1979,22.5,0,,3,,,0.13,,0,,,0,0,2010,Italian
Moris Carrozzieri,it ITA,"DF,FW",Palermo,1980,0.2,0,,0,,,0,,,,,0,0,2010,Italian
Eduardo Carvalho,pt POR,GK,Genoa,1982,37,0,,0,,,0,,,,,0,0,2010,Italian
Federico Casarini,it ITA,MF,Bologna,1989,20.6,0,,5,,,0.24,,0,,,0,0,2010,Italian
Fabio Caserta,it ITA,MF,Cesena,1978,17.9,1,,9,,,0.5,,0.11,,,0,0,2010,Italian
Mattia Cassani,it ITA,DF,Palermo,1983,31,0,,5,,,0.16,,0,,,0,0,2010,Italian
Antonio Cassano,it ITA,FW,Sampdoria,1982,6.8,4,,10,,,1.48,,0.2,,,2,2,2010,Italian
Antonio Cassano,it ITA,FW,Milan,1982,10.2,4,,8,,,0.78,,0.25,,,2,2,2010,Italian
Marco Cassetti,it ITA,"DF,MF",Roma,1977,28.8,0,,2,,,0.07,,0,,,0,0,2010,Italian
Luca Castellazzi,it ITA,GK,Inter,1975,14,0,,0,,,0,,,,,0,0,2010,Italian
Paolo Castellini,it ITA,DF,Roma,1979,4.3,0,,0,,,0,,,,,0,0,2010,Italian
Edinson Cavani,uy URU,"FW,MF",Napoli,1987,32.2,26,,59,,,1.83,,0.36,,,5,7,2010,Italian
Luca Ceccarelli,it ITA,"DF,MF",Cesena,1983,26.3,1,,3,,,0.11,,0.33,,,0,0,2010,Italian
Pablo Ceppelini,uy URU,MF,Cagliari,1991,0.2,0,,0,,,0,,,,,0,0,2010,Italian
Alessio Cerci,it ITA,"FW,MF",Fiorentina,1987,15.2,7,,20,,,1.31,,0.35,,,0,0,2010,Italian
Boštjan Cesar,si SVN,DF,Chievo,1982,29.2,3,,7,,,0.24,,0.43,,,0,0,2010,Italian
Júlio César,br BRA,GK,Inter,1979,24,0,,0,,,0,,,,,0,0,2010,Italian
Nicolò Cherubin,it ITA,DF,Bologna,1986,9.8,0,,0,,,0,,,,,0,0,2010,Italian
Javier Chevantón,uy URU,FW,Lecce,1980,4.7,2,,4,,,0.85,,0.5,,,0,0,2010,Italian
Chico,es ESP,DF,Genoa,1987,7.6,0,,2,,,0.26,,0,,,0,0,2010,Italian
Giorgio Chiellini,it ITA,DF,Juventus,1984,32,2,,5,,,0.16,,0.4,,,0,0,2010,Italian
Cristian Chivu,ro ROU,DF,Inter,1980,22.1,1,,4,,,0.18,,0.25,,,0,0,2010,Italian
Cicinho,br BRA,DF,Roma,1980,3.9,0,,0,,,0,,,,,0,0,2010,Italian
Andrea Coda,it ITA,DF,Udinese,1985,15.9,0,,0,,,0,,,,,0,0,2010,Italian
Paul Codrea,ro ROU,"DF,MF",Bari,1981,4.2,0,,0,,,0,,,,,0,0,2010,Italian
Giuseppe Colucci,it ITA,MF,Cesena,1980,30.6,1,,7,,,0.23,,0,,,1,1,2010,Italian
Gianluca Comotto,it ITA,DF,Fiorentina,1978,17.1,0,,1,,,0.06,,0,,,0,0,2010,Italian
Kévin Constant,gn GUI,MF,Chievo,1987,24.7,2,,15,,,0.61,,0.13,,,0,0,2010,Italian
Daniele Conti,it ITA,MF,Cagliari,1979,26,5,,18,,,0.69,,0.28,,,0,0,2010,Italian
Manuel Coppola,it ITA,MF,Parma,1982,0.1,0,,0,,,0,,,,,0,0,2010,Italian
Manuel Coppola,it ITA,MF,Lecce,1982,3,1,,1,,,0.33,,1,,,0,0,2010,Italian
Iván Córdoba,co COL,DF,Inter,1976,17.1,0,,0,,,0,,,,,0,0,2010,Italian
Nicolás Córdova,cl CHI,MF,Brescia,1979,16.2,2,,11,,,0.68,,0.18,,,0,0,2010,Italian
Bernardo Corradi,it ITA,FW,Udinese,1976,3.1,1,,1,,,0.32,,1,,,0,0,2010,Italian
Daniele Corvia,it ITA,FW,Lecce,1984,16.2,6,,22,,,1.36,,0.23,,,1,1,2010,Italian
Andrea Cossu,it ITA,MF,Cagliari,1980,32.6,4,,14,,,0.43,,0.29,,,0,0,2010,Italian
Angelo da Costa Júnior,br BRA,GK,Sampdoria,1983,3.1,0,,0,,,0,,,,,0,0,2010,Italian
Philippe Coutinho,br BRA,"FW,MF",Inter,1992,8.7,1,,10,,,1.15,,0.1,,,0,0,2010,Italian
Hernán Crespo,ar ARG,FW,Parma,1975,18.1,9,,22,,,1.22,,0.27,,,3,3,2010,Italian
Emílson Cribari,br BRA,DF,Napoli,1980,6.9,0,,1,,,0.15,,0,,,0,0,2010,Italian
Marco Crimi,it ITA,"DF,MF",Bari,1990,1,0,,0,,,0,,,,,0,0,2010,Italian
Domenico Criscito,it ITA,DF,Genoa,1986,35.6,0,,11,,,0.31,,0,,,0,0,2010,Italian
Juan Cuadrado,co COL,"DF,FW",Udinese,1988,3.8,0,,1,,,0.26,,0,,,0,0,2010,Italian
Gianluca Curci,it ITA,GK,Sampdoria,1985,34.9,0,,0,,,0,,,,,0,0,2010,Italian
Gaetano D'Agostino,it ITA,MF,Fiorentina,1982,13.6,5,,12,,,0.89,,0.33,,,1,1,2010,Italian
Marco D'Alessandro,it ITA,MF,Bari,1991,2.7,0,,0,,,0,,,,,0,0,2010,Italian
Dario Dainelli,it ITA,DF,Genoa,1979,31.4,1,,2,,,0.06,,0.5,,,0,0,2010,Italian
Felipe dal Belo,br BRA,DF,Cesena,1984,5.2,0,,0,,,0,,,,,0,0,2010,Italian
Felipe dal Belo,br BRA,DF,Fiorentina,1984,2.4,0,,0,,,0,,,,,0,0,2010,Italian
Simone Dallamano,it ITA,DF,Brescia,1983,12.5,1,,1,,,0.08,,1,,,0,0,2010,Italian
Fabio Daprelà,ch SUI,"DF,MF",Brescia,1991,7,0,,1,,,0.14,,0,,,0,0,2010,Italian
Matteo Darmian,it ITA,"DF,MF",Palermo,1989,6.8,0,,1,,,0.15,,0,,,0,0,2010,Italian
Paolo De Ceglie,it ITA,DF,Juventus,1986,5.1,0,,0,,,0,,,,,0,0,2010,Italian
Sebastien De Maio,fr FRA,DF,Brescia,1987,0.1,0,,0,,,0,,,,,0,0,2010,Italian
Daniele De Rossi,it ITA,"DF,MF",Roma,1983,26.4,2,,17,,,0.64,,0.12,,,0,0,2010,Italian
Morgan De Sanctis,it ITA,GK,Napoli,1977,38,0,,0,,,0,,,,,0,0,2010,Italian
Lorenzo De Silvestri,it ITA,"DF,MF",Fiorentina,1988,22.7,1,,3,,,0.13,,0.33,,,0,0,2010,Italian
Simone Del Nero,it ITA,"DF,FW",Lazio,1981,0.6,0,,0,,,0,,,,,0,0,2010,Italian
Alessandro Del Piero,it ITA,"FW,MF",Juventus,1974,20.3,8,,28,,,1.38,,0.18,,,3,3,2010,Italian
Francesco Della Rocca,it ITA,MF,Bologna,1987,22.2,0,,8,,,0.36,,0,,,0,0,2010,Italian
Paolo Dellafiore,it ITA,DF,Cesena,1985,3.8,0,,0,,,0,,,,,0,0,2010,Italian
Paolo Dellafiore,it ITA,DF,Parma,1985,0,0,,0,,,0,,,,,0,0,2010,Italian
Gennaro Delvecchio,it ITA,MF,Catania,1978,2,0,,1,,,0.51,,0,,,0,0,2010,Italian
Germán Denis,ar ARG,FW,Udinese,1981,10.6,4,,11,,,1.04,,0.36,,,0,0,2010,Italian
Daniele Dessena,it ITA,MF,Sampdoria,1987,17.6,0,,4,,,0.23,,0,,,0,0,2010,Italian
Mattia Destro,it ITA,FW,Genoa,1991,6.7,2,,6,,,0.9,,0.33,,,0,0,2010,Italian
David Di Michele,it ITA,FW,Lecce,1976,20.8,8,,29,,,1.39,,0.28,,,0,3,2010,Italian
Antonio Di Natale,it ITA,FW,Udinese,1977,32.4,28,,70,,,2.16,,0.33,,,5,7,2010,Italian
Marco Di Vaio,it ITA,FW,Bologna,1976,37.9,19,,50,,,1.32,,0.36,,,1,4,2010,Italian
Modibo Diakité,fr FRA,DF,Lazio,1987,3.8,0,,0,,,0,,,,,0,0,2010,Italian
Alessandro Diamanti,it ITA,"FW,MF",Brescia,1983,26.4,6,,28,,,1.06,,0.18,,,1,1,2010,Italian
Souleymane Diamoutene,ml MLI,DF,Lecce,1983,1.5,1,,1,,,0.67,,1,,,0,0,2010,Italian
André Dias,br BRA,DF,Lazio,1979,32.9,2,,6,,,0.18,,0.33,,,0,0,2010,Italian
Miloš Dimitrijević,rs SRB,MF,Chievo,1984,1.4,0,,1,,,0.69,,0,,,0,0,2010,Italian
Maurizio Domizzi,it ITA,DF,Udinese,1980,26.7,2,,6,,,0.22,,0.33,,,0,0,2010,Italian
Marco Donadel,it ITA,MF,Fiorentina,1983,24.2,1,,5,,,0.21,,0.2,,,0,0,2010,Italian
Giulio Donati,it ITA,DF,Lecce,1990,10.4,0,,0,,,0,,,,,0,0,2010,Italian
Massimo Donati,it ITA,MF,Bari,1981,24.6,1,,8,,,0.32,,0.13,,,0,0,2010,Italian
Doni,br BRA,GK,Roma,1979,14.9,0,,0,,,0,,,,,0,0,2010,Italian
Andrea Dossena,it ITA,"DF,MF",Napoli,1981,27.2,1,,4,,,0.15,,0.25,,,0,0,2010,Italian
Nicolao Dumitru,it ITA,"FW,MF",Napoli,1991,1.2,0,,2,,,1.68,,0,,,0,0,2010,Italian
Blerim Džemaili,ch SUI,MF,Parma,1986,24.6,1,,11,,,0.45,,0.09,,,0,0,2010,Italian
Éder,it ITA,FW,Brescia,1986,26,6,,24,,,0.92,,0.25,,,0,0,2010,Italian
Zé Eduardo,br BRA,MF,Parma,1991,0.7,0,,0,,,0,,,,,0,0,2010,Italian
Albin Ekdal,se SWE,MF,Bologna,1989,17,1,,6,,,0.35,,0.17,,,0,0,2010,Italian
Joel Ekstrand,se SWE,DF,Udinese,1989,0.2,0,,0,,,0,,,,,0,0,2010,Italian
Urby Emanuelson,nl NED,"DF,FW",Milan,1986,4.2,0,,2,,,0.48,,0,,,0,0,2010,Italian
Andrea Esposito,it ITA,DF,Bologna,1986,9.1,0,,1,,,0.11,,0,,,0,0,2010,Italian
Samuel Eto'o,cm CMR,FW,Inter,1981,32.8,21,,53,,,1.61,,0.3,,,5,6,2010,Italian
Fabiano,br BRA,"DF,MF",Lecce,1982,27.9,1,,7,,,0.25,,0.14,,,0,0,2010,Italian
Ivan Fatić,me MNE,"DF,MF",Cesena,1988,0.4,0,,0,,,0,,,,,0,0,2010,Italian
Róbert Feczesin,hu HUN,FW,Brescia,1986,0.5,0,,0,,,0,,,,,0,0,2010,Italian
Rolf Feltscher,ve VEN,DF,Parma,1990,2.2,0,,0,,,0,,,,,0,0,2010,Italian
Gelson Fernandes,ch SUI,MF,Chievo,1986,26,2,,8,,,0.31,,0.25,,,0,0,2010,Italian
Stefano Ferrario,it ITA,DF,Lecce,1985,15.5,0,,2,,,0.13,,0,,,0,0,2010,Italian
Antonio Filippini,it ITA,"DF,MF",Brescia,1973,10.8,0,,0,,,0,,,,,0,0,2010,Italian
Mathieu Flamini,fr FRA,MF,Milan,1984,15.8,2,,11,,,0.7,,0.18,,,0,0,2010,Italian
Sergio Floccari,it ITA,FW,Lazio,1981,24.2,8,,25,,,1.03,,0.32,,,0,0,2010,Italian
Alessandro Florenzi,it ITA,"DF,FW",Roma,1991,0.1,0,,0,,,0,,,,,0,0,2010,Italian
Antonio Floro Flores,it ITA,FW,Genoa,1983,15.8,10,,23,,,1.45,,0.43,,,0,0,2010,Italian
Antonio Floro Flores,it ITA,FW,Udinese,1983,8.7,3,,15,,,1.73,,0.2,,,0,0,2010,Italian
Pasquale Foggia,it ITA,"FW,MF",Lazio,1983,2.8,0,,0,,,0,,,,,0,0,2010,Italian
Bruno Fornaroli,uy URU,FW,Sampdoria,1987,0,0,,0,,,0,,,,,0,0,2010,Italian
Nicolas Frey,fr FRA,DF,Chievo,1984,18.7,0,,0,,,0,,,,,0,0,2010,Italian
Sébastien Frey,fr FRA,GK,Fiorentina,1980,11,0,,0,,,0,,,,,0,0,2010,Italian
Gianluca Galasso,it ITA,DF,Bari,1984,3.5,0,,0,,,0,,,,,0,0,2010,Italian
Daniele Galloppa,it ITA,MF,Parma,1985,4.5,0,,0,,,0,,,,,0,0,2010,Italian
Alessandro Gamberini,it ITA,DF,Fiorentina,1981,35,1,,3,,,0.09,,0.33,,,0,0,2010,Italian
Santiago García,ar ARG,DF,Palermo,1988,2.1,0,,0,,,0,,,,,0,0,2010,Italian
Walter Gargano,uy URU,MF,Napoli,1984,29.1,0,,8,,,0.28,,0,,,0,0,2010,Italian
György Garics,at AUT,"DF,MF",Bologna,1984,14.3,0,,0,,,0,,,,,0,0,2010,Italian
Javier Garrido,es ESP,DF,Lazio,1985,7.5,0,,0,,,0,,,,,0,0,2010,Italian
Daniele Gastaldello,it ITA,DF,Sampdoria,1983,27.9,1,,5,,,0.18,,0.2,,,0,0,2010,Italian
Gennaro Gattuso,it ITA,MF,Milan,1978,24.4,2,,6,,,0.25,,0.33,,,0,0,2010,Italian
Alessandro Gazzi,it ITA,MF,Bari,1983,28.4,1,,3,,,0.11,,0.33,,,0,0,2010,Italian
Abdelkader Ghezzal,dz ALG,FW,Bari,1984,15.2,2,,10,,,0.66,,0.1,,,1,1,2010,Italian
Emanuele Giaccherini,it ITA,"FW,MF",Cesena,1985,32,7,,29,,,0.91,,0.24,,,0,0,2010,Italian
Guillermo Giacomazzi,uy URU,MF,Lecce,1977,28.8,3,,6,,,0.21,,0.5,,,0,0,2010,Italian
Manuel Giandonato,it ITA,MF,Juventus,1991,1.2,0,,0,,,0,,,,,0,0,2010,Italian
Niccolò Giannetti,it ITA,FW,Juventus,1991,0.6,0,,0,,,0,,,,,0,0,2010,Italian
Alberto Gilardino,it ITA,FW,Fiorentina,1982,33.7,12,,34,,,1.01,,0.35,,,0,0,2010,Italian
Jean-François Gillet,be BEL,GK,Bari,1979,36,0,,0,,,0,,,,,0,0,2010,Italian
Henry Giménez,uy URU,"FW,MF",Bologna,1986,10.4,3,,7,,,0.67,,0.43,,,0,0,2010,Italian
Sebastian Giovinco,it ITA,"FW,MF",Parma,1987,25.1,7,,24,,,0.96,,0.29,,,0,0,2010,Italian
Alberto Giuliatto,it ITA,DF,Lecce,1983,9.1,0,,0,,,0,,,,,0,0,2010,Italian
Kamil Glik,pl POL,"DF,MF",Bari,1988,15.1,0,,1,,,0.07,,0,,,0,0,2010,Italian
Massimo Gobbi,it ITA,"DF,MF",Parma,1980,29,0,,4,,,0.14,,0,,,0,0,2010,Italian
Dorin Goian,ro ROU,DF,Palermo,1980,12.8,1,,1,,,0.08,,1,,,0,0,2010,Italian
Papu Gómez,ar ARG,"FW,MF",Catania,1988,28.4,4,,24,,,0.85,,0.17,,,0,0,2010,Italian
Álvaro González,uy URU,MF,Lazio,1984,9.8,1,,5,,,0.51,,0.2,,,0,0,2010,Italian
Nicolás Gorobsov,ar ARG,"DF,MF",Cesena,1989,1,0,,0,,,0,,,,,0,0,2010,Italian
Francesco Grandolfo,it ITA,FW,Bari,1992,1.3,3,,4,,,3.08,,0.75,,,0,0,2010,Italian
Pablo Granoche,uy URU,FW,Chievo,1983,6.6,1,,9,,,1.36,,0.11,,,0,0,2010,Italian
Gianluca Grava,it ITA,DF,Napoli,1977,10.3,0,,0,,,0,,,,,0,0,2010,Italian
Leandro Greco,it ITA,MF,Roma,1986,8.8,0,,1,,,0.11,,0,,,0,0,2010,Italian
Carlos Grossmüller,uy URU,MF,Lecce,1983,15.1,1,,8,,,0.53,,0.13,,,0,0,2010,Italian
Fabio Grosso,it ITA,"DF,MF",Juventus,1977,17.7,0,,3,,,0.17,,0,,,0,0,2010,Italian
Zdeněk Grygera,cz CZE,DF,Juventus,1980,10.1,0,,1,,,0.1,,0,,,0,0,2010,Italian
Roberto Guana,it ITA,MF,Chievo,1981,14.1,0,,3,,,0.21,,0,,,0,0,2010,Italian
Stefano Guberti,it ITA,MF,Sampdoria,1984,25.8,5,,16,,,0.62,,0.31,,,0,0,2010,Italian
Nikola Gulan,rs SRB,"DF,MF",Fiorentina,1989,2.3,0,,0,,,0,,,,,0,0,2010,Italian
Gustavo,br BRA,DF,Lecce,1982,20.4,0,,1,,,0.05,,0,,,0,0,2010,Italian
Marek Hamšík,sk SVK,MF,Napoli,1987,32.9,11,,32,,,0.97,,0.28,,,2,3,2010,Italian
Samir Handanović,si SVN,GK,Udinese,1984,35,0,,0,,,0,,,,,0,0,2010,Italian
Abel Hernández,uy URU,FW,Palermo,1990,13.7,3,,16,,,1.17,,0.19,,,0,0,2010,Italian
Hernanes,br BRA,MF,Lazio,1985,31.5,11,,44,,,1.39,,0.23,,,1,1,2010,Italian
Përparim Hetemaj,fi FIN,MF,Brescia,1986,27.6,2,,8,,,0.29,,0.25,,,0,0,2010,Italian
Víctor Hugo Mareco,py PAR,DF,Brescia,1984,6.1,0,,0,,,0,,,,,0,0,2010,Italian
Erik Huseklepp,no NOR,"FW,MF",Bari,1984,10.2,2,,5,,,0.49,,0.4,,,0,0,2010,Italian
Vincenzo Iaquinta,it ITA,FW,Juventus,1979,10.7,4,,16,,,1.49,,0.25,,,0,0,2010,Italian
Zlatan Ibrahimović,se SWE,FW,Milan,1981,28.1,14,,58,,,2.06,,0.19,,,3,4,2010,Italian
Odion Ighalo,ng NGA,FW,Cesena,1989,0.3,0,,0,,,0,,,,,0,0,2010,Italian
José Ignacio Castillo,ar ARG,FW,Bari,1975,6,1,,4,,,0.67,,0.25,,,0,0,2010,Italian
Josip Iličić,si SVN,"FW,MF",Palermo,1988,28.9,8,,25,,,0.87,,0.32,,,0,0,2010,Italian
Gökhan Inler,ch SUI,MF,Udinese,1984,32.8,3,,14,,,0.43,,0.21,,,0,0,2010,Italian
Filippo Inzaghi,it ITA,FW,Milan,1973,2,2,,3,,,1.48,,0.67,,,0,0,2010,Italian
Mauricio Isla,cl CHI,"DF,MF",Udinese,1988,31.8,2,,10,,,0.31,,0.2,,,0,0,2010,Italian
Boško Janković,rs SRB,MF,Genoa,1984,3.2,0,,2,,,0.62,,0,,,0,0,2010,Italian
Marek Jankulovski,cz CZE,"DF,MF",Milan,1977,2.1,0,,0,,,0,,,,,0,0,2010,Italian
Jeda,br BRA,FW,Lecce,1979,18.5,5,,15,,,0.81,,0.27,,,1,1,2010,Italian
Enej Jelenič,si SVN,"FW,MF",Genoa,1992,0.3,0,,0,,,0,,,,,0,0,2010,Italian
Luis Jiménez,cl CHI,MF,Cesena,1984,28.1,9,,19,,,0.68,,0.37,,,2,2,2010,Italian
Bojan Jokić,si SVN,"DF,MF",Chievo,1986,12.2,0,,6,,,0.49,,0,,,0,0,2010,Italian
Jonathas,br BRA,FW,Brescia,1989,2.5,0,,4,,,1.57,,0,,,0,0,2010,Italian
Juan,br BRA,DF,Roma,1979,28.2,2,,5,,,0.18,,0.4,,,0,0,2010,Italian
Mariano Julio Izco,ar ARG,MF,Catania,1983,11.5,0,,3,,,0.26,,0,,,0,0,2010,Italian
Kakha Kaladze,ge GEO,"DF,MF",Genoa,1978,23.8,1,,1,,,0.04,,1,,,0,0,2010,Italian
Pajtim Kasami,ch SUI,"FW,MF",Palermo,1992,4.3,1,,4,,,0.94,,0.25,,,0,0,2010,Italian
Houssine Kharja,ma MAR,MF,Genoa,1982,9.1,0,,2,,,0.22,,0,,,0,0,2010,Italian
Houssine Kharja,ma MAR,MF,Inter,1982,10.3,1,,2,,,0.2,,0.5,,,0,0,2010,Italian
Vladimir Koman,hu HUN,MF,Sampdoria,1989,15.3,0,,3,,,0.2,,0,,,0,0,2010,Italian
Panagiotis Kone,gr GRE,MF,Brescia,1987,22.8,1,,8,,,0.35,,0.13,,,0,0,2010,Italian
Abdoulay Konko,fr FRA,"DF,MF",Genoa,1984,8.8,0,,2,,,0.23,,0,,,0,0,2010,Italian
Kamil Kopúnek,sk SVK,MF,Bari,1984,3.8,0,,1,,,0.26,,0,,,0,0,2010,Italian
Libor Kozák,cz CZE,FW,Lazio,1989,8.5,6,,11,,,1.3,,0.45,,,1,1,2010,Italian
Miloš Krasić,rs SRB,MF,Juventus,1984,28.9,7,,20,,,0.69,,0.35,,,0,0,2010,Italian
Rene Krhin,si SVN,"FW,MF",Bologna,1990,2.4,0,,0,,,0,,,,,0,0,2010,Italian
Per Krøldrup,dk DEN,DF,Fiorentina,1979,17.1,0,,3,,,0.18,,0,,,0,0,2010,Italian
Juraj Kucka,sk SVK,MF,Genoa,1987,14.5,0,,9,,,0.62,,0,,,0,0,2010,Italian
Jasmin Kurtić,si SVN,MF,Palermo,1989,2.4,1,,2,,,0.82,,0.5,,,0,0,2010,Italian
